都道府県,施設名,住所,place_id
東京,ドトール コーヒーショップ中板橋北口店,日本、〒173-0016 東京都板橋区中板橋２３−２,ChIJORiIJcySGGARR7afOLg7t7c
東京,ドトールコーヒーショップ アレア品川店,日本、〒108-0075 東京都港区港南１丁目９−３６ ２Ｆ,ChIJSRb_CVCKGGARVfQjeX0XGbE
東京,ドトールコーヒーショップ イトーヨーカドー曳舟店,日本、〒131-0046 東京都墨田区京島１丁目２−１ イトーヨーカドー曳舟店 1F,ChIJV3ercOiPGGARAk9kTURsHzw
東京,ドトールコーヒーショップ エキア北千住店,日本、〒120-0026 東京都足立区千住旭町４２−１ コンコース 東武北千住駅 ２Ｆ,ChIJ0X7KqE-OGGARlhLA1tYtfnk
東京,ドトールコーヒーショップ エミオ中村橋店,日本、〒176-0023 東京都練馬区中村北４丁目２−１４ エミオ中村橋,ChIJoTBa9rDtGGARF7LyB38M7g0
東京,ドトールコーヒーショップ ゲートシティ大崎店,日本、〒141-0032 東京都品川区大崎１丁目１１−１ ウエストタワー ３Ｆ,ChIJYz-jdfWKGGAReBFRD7JNvT4
東京,ドトールコーヒーショップ サンライズ蒲田店,日本、〒144-0051 東京都大田区西蒲田７丁目６２−４,ChIJIcSgFF1gGGARALRLSW2_h1A
東京,ドトールコーヒーショップ リヴィン オズ大泉店,日本、〒178-0063 東京都練馬区東大泉２丁目１０−１１,ChIJbYDwybvuGGARc9hzk_KY3lU
東京,ドトールコーヒーショップ リバーサイド隅田セントラルタワー店,日本、〒131-0034 東京都墨田区堤通１丁目１９−９ リバーサイド隅田 セントラルタワ １Ｆ,ChIJZy420-OOGGARb5vg4U9a4Sw
東京,ドトールコーヒーショップ 羽田空港店,日本、〒144-0041 東京都大田区羽田空港３丁目３−２ 第１旅客ターミナルビル駅 Ｂ１コンコ‐ス 東京モノレール 羽田空港,ChIJQwYLcfdjGGARwn_PT5eQu_4
東京,ドトールコーヒーショップ 荻窪南口店,日本、〒167-0051 東京都杉並区荻窪５丁目２９−７,ChIJhRWaC_ftGGARyfQzcpbLt9U
東京,ドトールコーヒーショップ 荻窪北口大通り店,日本、〒167-0043 東京都杉並区上荻１丁目１６−１７,ChIJxaWKBvrtGGARWV3mUFc1tao
東京,ドトールコーヒーショップ 下井草店,日本、〒167-0022 東京都杉並区下井草２丁目４０−１７,ChIJG2a7gsHtGGARk-HPCf-9MzA
東京,ドトールコーヒーショップ 外神田１丁目店,日本、〒101-0021 東京都千代田区外神田１丁目６−６,ChIJd50aRRyMGGARvomrfrvV6ZY
東京,ドトールコーヒーショップ 葛西駅前店,日本、〒134-0083 東京都江戸川区中葛西５丁目３４−１１,ChIJ9WplaPKHGGARxxGH7SQpciA
東京,ドトールコーヒーショップ 蒲田アロマスクエア店,日本、〒144-0052 東京都大田区蒲田５丁目３７−１,ChIJK-Le2oNhGGARMmnfNVoHKF0
東京,ドトールコーヒーショップ 茅場町店,日本、〒103-0025 東京都中央区日本橋茅場町２丁目７−４,ChIJPTvtOuGJGGARCxVbLXx5P3c
東京,ドトールコーヒーショップ 菊川店,日本、〒130-0024 東京都墨田区菊川２丁目５−６,ChIJ1xn_mySJGGARJZF5t4rJ5js
東京,ドトールコーヒーショップ 錦糸町錦糸公園前店,日本、〒130-0013 東京都墨田区錦糸３丁目４−９ 錦糸ツムラ３,ChIJM9kGxteIGGAR-Dfz3KeGzUE
東京,ドトールコーヒーショップ 錦糸町北口店,日本、〒130-0013 東京都墨田区錦糸３丁目２−１ １Ｆ,ChIJVVUpIjCJGGARY3iQ9Yq44HI
東京,ドトールコーヒーショップ 銀座６丁目店,日本、〒104-0061 東京都中央区銀座６丁目１３−６,ChIJ5VyXqOeLGGARRTOWoDztASY
東京,ドトールコーヒーショップ 銀座柳通り店,日本、〒104-0061 東京都中央区銀座１丁目９−１２,ChIJq7J84-OLGGARvhjlDPtQSps
東京,ドトールコーヒーショップ 九段店,日本、〒102-0074 東京都千代田区九段南２丁目２−８ 松岡九段ビル １Ｆ,ChIJDVdSfmmMGGARn19s9XYBdOY
東京,ドトールコーヒーショップ 駒沢大学駅前店,日本、〒154-0011 東京都世田谷区上馬３丁目１８−１２,ChIJU1vAR5D0GGARVfl8JORSLlc
東京,ドトールコーヒーショップ 恵比寿駅前店,日本、〒150-0022 東京都渋谷区恵比寿南１丁目４−１ １階～４階 恵比寿Keiビル,ChIJdR6lV0CLGGAR8RUdBaBJcDI
東京,ドトールコーヒーショップ 原宿店,日本、〒150-0001 東京都渋谷区神宮前１丁目１３−１８ 第２ 大英ビル,ChIJ0yJ1LqWMGGARKzPTHLYMoUc
東京,ドトールコーヒーショップ 戸越銀座店,日本、〒142-0051 東京都品川区平塚１丁目８−１,ChIJN7FlZumKGGARPetyYdhwmq4
東京,ドトールコーヒーショップ 虎ノ門桜田通り店,日本、〒105-0001 東京都港区虎ノ門２丁目５−４,ChIJE_ckF5KLGGAREiQVS_4yBDk
東京,ドトールコーヒーショップ 五反野駅前店,日本、〒120-0015 東京都足立区足立３丁目３３−３,ChIJb9TmJTKOGGARJOTUzVj6JQU
東京,ドトールコーヒーショップ 御嶽山店,日本、〒145-0073 東京都大田区北嶺町３２−１３,ChIJ-0M4fVD1GGARoqo4TttKH60
東京,ドトールコーヒーショップ 光が丘店,日本、〒179-0072 東京都練馬区光が丘２丁目１０−１,ChIJLe3bUxXsGGARy9nmxVM2HL0
東京,ドトールコーヒーショップ 江戸川橋新目白通り店,日本、〒112-0014 東京都文京区関口１丁目４７,ChIJgzlGTwCNGGARwF6yK-Ka0Oo
東京,ドトールコーヒーショップ 高井戸店,日本、〒168-0071 東京都杉並区高井戸西２丁目１−２６ 京王リトナード高井戸 ２階,ChIJQ9ptMRnyGGARwn32Hyn9gxg
東京,ドトールコーヒーショップ 麹町店,日本、〒102-0083 東京都千代田区麹町３丁目４ 啓ビル １Ｆ,ChIJ61lGpWSMGGARi3cQeZGVRoI
東京,ドトールコーヒーショップ 桜上水店,日本、〒156-0045 東京都世田谷区桜上水４丁目１７−４,ChIJGRYe3rTzGGARTkbz2b2wfDA
東京,ドトールコーヒーショップ 桜新町店,日本、〒154-0015 東京都世田谷区桜新町１丁目１２−９,ChIJhSTe7Hv0GGARaNLbyHNIHWI
東京,ドトールコーヒーショップ 雑色店,日本、〒144-0055 東京都大田区仲六郷２丁目２８−４,ChIJt4gUhvNgGGAR_rWKOPm8NtY
東京,ドトールコーヒーショップ 三軒茶屋キャロットタワー店,日本、〒154-0004 東京都世田谷区太子堂４丁目１−１,ChIJcTpyFp_0GGAR0535swjMCEQ
東京,ドトールコーヒーショップ 自由が丘店,日本、〒152-0035 東京都目黒区自由が丘２丁目１１−６,ChIJ9SzM_R71GGARm6rtsnf0j24
東京,ドトールコーヒーショップ 篠崎店,日本、〒133-0061 東京都江戸川区篠崎町２丁目６−１ ビザプロバンス篠崎,ChIJBZNUFP2GGGARwUWDh6O8mB0
東京,ドトールコーヒーショップ 芝浦３丁目店,日本、〒108-0023 東京都港区芝浦３丁目１１−７ 根本ビル,ChIJq6pO1bSLGGARLhwcQNbyrPM
東京,ドトールコーヒーショップ 芝公園店,日本、〒105-0014 東京都港区芝３丁目４−１１,ChIJx-90yLmLGGAR0TnTF_AxDL4
東京,ドトールコーヒーショップ 秋葉原和泉橋店,日本、〒101-0033 東京都千代田区神田岩本町１ 山上ビル,ChIJS0N2rKmOGGARa9k51R5vc7g
東京,ドトールコーヒーショップ 十条銀座店,日本、〒114-0031 東京都北区十条仲原１丁目４−７,ChIJ3Z_ghe2SGGARw1UOP41aYlI
東京,ドトールコーヒーショップ 渋谷１丁目店,日本、〒150-0002 東京都渋谷区渋谷１丁目１４−１５,ChIJ0_O8DFiLGGARIMS75pBB_ug
東京,ドトールコーヒーショップ 渋谷３丁目北店,日本、〒150-0002 東京都渋谷区渋谷３丁目６−２ エクラート渋谷ビル,ChIJ6YcPa1mLGGARletUpP9R27s
東京,ドトールコーヒーショップ 渋谷センター街店,日本、〒150-0042 東京都渋谷区宇田川町２８−２,ChIJIWrYsKmMGGARe6nIG7v2hrw
東京,ドトールコーヒーショップ 初台南口店,日本、〒151-0061 東京都渋谷区初台１丁目５３−１ 京王初台駅ビル １Ｆ,ChIJxVe2GDLzGGARrYi4YGkbecE
東京,ドトールコーヒーショップ 初台北口店,日本、〒151-0071 東京都渋谷区本町１丁目２−３,ChIJ-4QH_jHzGGAR1lG9jswy7CE
東京,ドトールコーヒーショップ 勝どき店,日本、〒104-0054 東京都中央区勝どき１丁目７−１,ChIJ25gCdHyJGGARu4B6JJcojGw
東京,ドトールコーヒーショップ 沼袋店,日本、〒165-0025 東京都中野区沼袋３丁目２７−１０,ChIJeyCpAWPtGGAR83BbcMgQl_k
東京,ドトールコーヒーショップ 上野昭和通り店,日本、〒110-0015 東京都台東区東上野２丁目１８−６ ときわビル １Ｆ,ChIJxweIPZ-OGGARHM54PsUOVEw
東京,ドトールコーヒーショップ 上野浅草通り店,日本、〒110-0015 東京都台東区東上野４丁目２−３,ChIJWVnfIZmOGGARBgfqGrRWdOI
東京,ドトールコーヒーショップ 新橋外堀通り店,日本、〒105-0004 東京都港区新橋１丁目１６−４,ChIJXVZ4jIuLGGARyLPSeA7_uKs
東京,ドトールコーヒーショップ 新高円寺店,日本、〒166-0011 東京都杉並区梅里２丁目１−１７,ChIJM4RdeGHyGGAR00FiP6uDdxo
東京,ドトールコーヒーショップ 新宿１丁目南店,日本、〒160-0022 東京都新宿区新宿１丁目２０−４,ChIJIRf1z-mMGGAR-pMd7dNTW2g
東京,ドトールコーヒーショップ 新宿京王モールアネックス店,日本、〒160-0023 東京都新宿区西新宿１−１９,ChIJw464ndGMGGARU2OkJcdNiE8
東京,ドトールコーヒーショップ 新宿文化センター通り店,日本、〒160-0022 東京都新宿区新宿５丁目１８−１０,ChIJAQCwVNyMGGARHt0RehEUneQ
東京,ドトールコーヒーショップ 新宿野村ビル店,日本、〒160-0023 東京都新宿区西新宿１丁目２６−２ 新宿野村ビルＢ１Ｆ,ChIJjT9OwtWMGGARX8Q9XoWjO4k
東京,ドトールコーヒーショップ 新宿靖国通り店,日本、〒160-0021 東京都新宿区歌舞伎町１丁目２３−１５,ChIJsz_ne9eMGGARBhEYMIk22q0
東京,ドトールコーヒーショップ 新小岩ルミエール店,日本、〒124-0024 東京都葛飾区新小岩１丁目４９−２,ChIJTcfn2L-HGGARf_GECQmFg_4
東京,ドトールコーヒーショップ 新川１丁目店,日本、〒104-0033 東京都中央区新川１丁目４−１１,ChIJv1aLh1yJGGARUTe4Jh6GxhQ
東京,ドトールコーヒーショップ 神谷町店,日本、〒105-0001 東京都港区虎ノ門４丁目１−１０ 青木ビル １Ｆ,ChIJ6WaFJ5GLGGARe_LDpL_LHDw
東京,ドトールコーヒーショップ 神田北口店,日本、〒101-0047 東京都千代田区内神田３丁目２０−３ 小鍛冶ビル,ChIJT7kJLwKMGGARewVS3gXjqY4
東京,ドトールコーヒーショップ 神田和泉町店,日本、〒101-0024 東京都千代田区神田和泉町１−２−１９ 石井ビル １Ｆ,ChIJ5VdSJKaOGGAR1gPWg2i62wI
東京,ドトールコーヒーショップ 神保町３丁目店,日本、〒101-0051 東京都千代田区神田神保町３丁目２,ChIJpevAiRSMGGARJ3j_AniCivM
東京,ドトールコーヒーショップ 神保町すずらん通り店,日本、〒101-0051 東京都千代田区神田神保町１丁目１７,ChIJwfQm_hCMGGARfFbsYYelHYo
東京,ドトールコーヒーショップ 神保町駅前店,日本、〒101-0051 東京都千代田区神田神保町１丁目１０−１,ChIJq-tfOBGMGGARFR9OxPRRFrc
東京,ドトールコーヒーショップ 神保町白山通り店,日本、〒101-0051 東京都千代田区神田神保町２丁目１４−４,ChIJb1NJHRSMGGARQHQ71gBl4Dg
東京,ドトールコーヒーショップ 人形町箱崎店,日本、〒103-0015 東京都中央区日本橋箱崎町２５−１,ChIJ8935c0SJGGARhCVO_tyMrM8
東京,ドトールコーヒーショップ 水道橋東口店,日本、〒101-0061 東京都千代田区神田三崎町２丁目１−１６ プラージュビル １Ｆ,ChIJxaFliBWMGGARsF0TD5NiBH0
東京,ドトールコーヒーショップ 瑞江店,日本、〒132-0014 東京都江戸川区東瑞江１丁目２６−１４ 小原ビル １階,ChIJPbUycQiHGGAR1dOkRuOolOw
東京,ドトールコーヒーショップ 西葛西南口店,日本、〒134-0088 東京都江戸川区西葛西６丁目１６−４,ChIJYSnLVeGHGGARXK1eiTtBvWM
東京,ドトールコーヒーショップ 西小山駅前店,日本、〒142-0062 東京都品川区小山６丁目３−９ ウエストヴィレッジビルディング １Ｆ,ChIJ-Wyv_9CKGGARcD_DwAEqvWs
東京,ドトールコーヒーショップ 西新井西口店,日本、〒123-0843 東京都足立区西新井栄町２丁目３−１,ChIJsS1gXgiRGGARtVXtMbRofhU
東京,ドトールコーヒーショップ 西新宿３丁目店,日本、〒160-0023 東京都新宿区西新宿３丁目１−５,ChIJYSuFtNOMGGARMhRNEl7VQtI
東京,ドトールコーヒーショップ 西池袋１丁目メトロポリタン通り店,日本、〒171-0021 東京都豊島区西池袋１丁目９−１１ カーサ池袋 １Ｆ,ChIJpfRW-1yNGGARLGPItXo1llY
東京,ドトールコーヒーショップ 西武新宿北口店,日本、〒160-0021 東京都新宿区歌舞伎町２丁目４６−７ 第3平沢ビル １階～２階,ChIJcY_VbSiNGGAR-rZBzDGVK6A
東京,ドトールコーヒーショップ 西武大泉学園駅店,日本、〒178-0063 東京都練馬区東大泉１丁目２９−７,ChIJ3w-8UsbuGGARf5O7hpMsBmw
東京,ドトールコーヒーショップ 西武池袋駅店,日本、〒171-0022 東京都豊島区南池袋１丁目２８ 西武池袋駅構内,ChIJZxYJVl2NGGAR-QcteH_ks-4
東京,ドトールコーヒーショップ 青物横丁店,日本、〒140-0004 東京都品川区南品川２丁目５−９,ChIJeR9Z61qLGGARgLM-spGL5u8
東京,ドトールコーヒーショップ 石神井公園駅前店,日本、〒177-0041 東京都練馬区石神井町３丁目２０−１５ アジュールビル １Ｆ・２Ｆ,ChIJvXPP8NSiJhURAAcYEuWyZoQ
東京,ドトールコーヒーショップ 千歳烏山店,日本、〒157-0062 東京都世田谷区南烏山４丁目１２−５ ＴＳ烏山ビル,ChIJBdZQQo7xGGARDNQ4ArKwRwc
東京,ドトールコーヒーショップ 千歳烏山南口店,日本、〒157-0062 東京都世田谷区南烏山５丁目１２−３,ChIJv6iSDI_xGGARmCstKoACiGg
東京,ドトールコーヒーショップ 千駄ヶ谷１丁目店,日本、〒151-0051 東京都渋谷区千駄ケ谷１丁目２１−１４,ChIJeS0RRL6MGGARLYpD48ua9QM
東京,ドトールコーヒーショップ 浅草ＲＯＸ店,日本、〒111-0032 東京都台東区浅草１丁目２５−１５,ChIJ7cb_gr-OGGAR1yVYU5JpLUA
東京,ドトールコーヒーショップ 浅草田原町店,日本、〒111-0035 東京都台東区西浅草１丁目１−１６ カーサ田原町,ChIJYz6gL7-OGGARvVPXIWMm-K8
東京,ドトールコーヒーショップ 洗足駅前店,日本、〒152-0012 東京都目黒区洗足２丁目２１−１,ChIJERGZl82KGGARCeyujwsGNRg
東京,ドトールコーヒーショップ 代々木店,日本、〒151-0053 東京都渋谷区代々木１丁目３６−７ 代々木駅前ビル １Ｆ,ChIJfx_b98WMGGARqNNJT5BU3kU
東京,ドトールコーヒーショップ 大森店,日本、〒143-0016 東京都大田区大森北１丁目５−５,ChIJVejHbDJgGGARPG5GR9Qh1R8
東京,ドトールコーヒーショップ 大泉学園北口店,日本、〒178-0063 東京都練馬区東大泉１丁目３０−４ 三幸産業第７ビル １Ｆ,ChIJVVUJS8buGGARNg9yJzGet5o
東京,ドトールコーヒーショップ 池袋グリーン大通り店,日本、〒171-0022 東京都豊島区南池袋２丁目２９−１２ ＨＦ池袋ビルディング １Ｆ,ChIJ7-tU32iNGGAR184_UJ_rTHc
東京,ドトールコーヒーショップ 築地聖路加通り店,日本、〒104-0045 東京都中央区築地３丁目７−１,ChIJs0U5zmGJGGAR_REhDZGabSc
東京,ドトールコーヒーショップ 竹の塚店,日本、〒121-0813 東京都足立区竹の塚６丁目８−４ ピーくんプラザビル １Ｆ,ChIJlexgOpaRGGAROzF9AL1w3n4
東京,ドトールコーヒーショップ 竹橋店,日本、〒100-0003 東京都千代田区一ツ橋１丁目１−１ パレスサイドビル Ｂ１Ｆ,ChIJ53NJO5-NGGAR_IlB-9Tnz70
東京,ドトールコーヒーショップ 中延駅前店,日本、〒142-0053 東京都品川区中延４丁目５−３,ChIJ1RQs65WKGGARjVIsoo5GSJw
東京,ドトールコーヒーショップ 中野サンモール店,日本、〒164-0001 東京都中野区中野５丁目６１−７,ChIJ3e2N7ALzGGAR_mAk2CM-3YM
東京,ドトールコーヒーショップ 町屋駅前店,日本、〒116-0002 東京都荒川区荒川７丁目５０−９ センター町屋 １Ｆ,ChIJ8curKXKOGGARcuUGXOOlnCM
東京,ドトールコーヒーショップ 長原店,日本、〒145-0064 東京都大田区上池台１丁目３２−３,ChIJWe7zXLaKGGARUfS_J74Vvbk
東京,ドトールコーヒーショップ 田町センタービル店,日本、〒108-0014 東京都港区芝５丁目３４−７ 田町センタービル,ChIJq5___bOLGGARWDl63Dl9ZDc
東京,ドトールコーヒーショップ 東高円寺店,日本、〒166-0003 東京都杉並区高円寺南１丁目７−１ 陽輪台高円寺 Ｂ１Ｆ,ChIJs7wLKI3yGGARoD06khnBH_A
東京,ドトールコーヒーショップ 東日本橋店,日本、〒103-0004 東京都中央区東日本橋２丁目１−６,ChIJh2nUGk2JGGARNO5BvvVfa9o
東京,ドトールコーヒーショップ 東武北千住駅下りホーム店,日本、〒120-0026 東京都足立区千住旭町４２−１,ChIJb-tHTSaPGGARiuQez7_NLP4
東京,ドトールコーヒーショップ 東陽町店,日本、〒135-0016 東京都江東区東陽４丁目５−１８,ChIJ6YSM-VWIGGARmqoaunb3yMQ
東京,ドトールコーヒーショップ 南青山５丁目店,日本、〒107-0062 東京都港区南青山５丁目４−３１,ChIJsRg_4WCLGGARR7REiDqbfUI
東京,ドトールコーヒーショップ 南池袋１丁目店,日本、〒171-0022 東京都豊島区南池袋１丁目２１−７,ChIJrVWf4meNGGARQRGUy73F18o
東京,ドトールコーヒーショップ 日暮里駅前店,日本、〒116-0013 東京都荒川区西日暮里２丁目１９−７ 東忠ビル １Ｆ,ChIJh41JvtWNGGARDmypUWTCFRU
東京,ドトールコーヒーショップ 日本橋仲通り店,日本、〒103-0022 東京都中央区日本橋室町１丁目１２−１,ChIJBbHfzlWJGGARnqpPo9QQjPE
東京,ドトールコーヒーショップ 日本橋馬喰町店,日本、〒103-0002 東京都中央区日本橋馬喰町１丁目６−１,ChIJcQDuu7SPGGARkjpe0A-FyKs
東京,ドトールコーヒーショップ 日本橋本町店,日本、〒103-0023 東京都中央区日本橋本町２丁目３−１５,ChIJ0WRx_1SJGGARNC9_zR8jdCk
東京,ドトールコーヒーショップ 梅屋敷店,日本、〒143-0015 東京都大田区大森西６丁目１４−１３,ChIJCTMkJlJgGGAReqeZlSJagak
東京,ドトールコーヒーショップ 幡ヶ谷店,日本、〒151-0072 東京都渋谷区幡ケ谷１丁目３４−１４,ChIJQ_iXFTvzGGARuD2APusdG10
東京,ドトールコーヒーショップ 半蔵門店,日本、〒102-0083 東京都千代田区麹町１丁目８−８ グランドメゾン麹町 １Ｆ,ChIJWTq4rHqMGGARXXZ3j077N2s
東京,ドトールコーヒーショップ 浜松町１丁目店,日本、〒105-0013 東京都港区浜松町１丁目２９−９ FA小林ビル,ChIJWwW68MaLGGARpHg1VDuMr6g
東京,ドトールコーヒーショップ 浜松町２丁目店,日本、〒105-0013 東京都港区浜松町２丁目６−２ 浜松町262ビル １Ｆ,ChIJcUxxLMaLGGARvZjg5OJGi_k
東京,ドトールコーヒーショップ 不動前店,日本、〒141-0031 東京都品川区西五反田５丁目１２−１,ChIJvU5O-OCKGGAR2NF47tpr-ys
東京,ドトールコーヒーショップ 不動前店,日本、〒141-0031 東京都品川区西五反田５丁目１２−１,ChIJvU5O-OCKGGAR2NF47tpr-ys
東京,ドトールコーヒーショップ 富士見台店,日本、〒176-0021 東京都練馬区貫井３丁目７−４ エミオ富士見台 １Ｆ,ChIJ__-_48ntGGARcVXj71Uln-M
東京,ドトールコーヒーショップ 武蔵小山店,日本、〒142-0062 東京都品川区小山３丁目２２−１７,ChIJ-dPSltuKGGARk02QUJhFp_c
東京,ドトールコーヒーショップ 平井北口店,日本、〒132-0035 東京都江戸川区平井３丁目３０−３５,ChIJYxIRj7qIGGARK9aApqbrMzw
東京,ドトールコーヒーショップ 本郷三丁目店,日本、〒113-0033 東京都文京区本郷２丁目４０−１８,ChIJK1yoeDuMGGAR9AeIq1Emzic
東京,ドトールコーヒーショップ 本所吾妻橋店,日本、〒130-0001 東京都墨田区吾妻橋２丁目３−１１,ChIJ-9esJdCOGGARYBqvfhShU7I
東京,ドトールコーヒーショップ 木場店,日本、〒135-0016 東京都江東区東陽３丁目７,ChIJK14CIwGJGGARQTgqg53oTuE
東京,ドトールコーヒーショップ 目白駅前店,日本、〒171-0031 東京都豊島区目白３丁目１４−３ グロワルビル,ChIJ-z8ZB0SNGGARFviInTsiagU
東京,ドトールコーヒーショップ 有楽町日比谷口店,日本、〒100-0006 東京都千代田区有楽町１丁目３−７,ChIJN4IwuO-LGGARsmYC-2lSzew
東京,ドトールコーヒーショップ 用賀店,日本、〒158-0097 東京都世田谷区用賀２丁目３８−１１,ChIJeXT60HP0GGAR0ksSBHZC-q8
東京,ドトールコーヒーショップ 要町店,日本、〒171-0043 東京都豊島区要町１丁目９−３,ChIJcc1tu6mSGGARzLl1e3evB84
東京,ドトールコーヒーショップ 溜池山王店,日本、〒107-0052 東京都港区赤坂１丁目５−１４,ChIJvQ2hb4-LGGAR1Y31KQ12LM0
東京,ドトールコーヒーショップ 両国東口店,日本、〒130-0026 東京都墨田区両国３丁目２６−５,ChIJj8ssYjWJGGARu8HxQ0G324w
東京,ドトールコーヒーショップ 練馬高野台店,日本、〒177-0033 東京都練馬区高野台１丁目７−３２,ChIJPy-Qli7sGGARJX3lsvupj9k
東京,ドトールコーヒーショップ錦糸町店,日本、〒130-0022 東京都墨田区江東橋４丁目２７−１４ 楽天地ビル １階,ChIJPRnCKNiIGGARLCs5x7jo8tM
東京,ドトールコーヒーショップ新宿青梅街道店,日本、〒160-0023 東京都新宿区西新宿７丁目２０−３,ChIJcVjr89WMGGAR15Pl2o-qGSI
東京,ドトールコーヒーショップ有明セントラルタワー店,日本、〒135-0063 東京都江東区有明３丁目７−１８ 有明セントラルタワー 1F,ChIJVVUVWt2JGGAR7RoYv2vXbz4
